0	0	236728	1
0	0	378510	1
0	0	14148	1
0	0	446247	1
0	0	322620	1
0	0	552483	1
0	0	60981	1
0	0	23318	1
0	0	395502	1
0	0	384885	1
1	0	22914	1
1	0	204278	1
1	0	193	1
1	0	485280	1
1	0	423991	1
1	0	447973	1
1	0	249222	1
1	0	274319	1
1	0	284836	1
1	0	207590	1
2	0	297135	1
2	0	388881	1
2	0	278652	1
2	0	426590	1
2	0	9135	1
2	0	484733	1
2	0	72209	1
2	0	906	1
2	0	193023	1
2	0	340765	1
3	0	83564	1
3	0	38212	1
3	0	193327	1
3	0	268185	1
3	0	221016	1
3	0	184484	1
3	0	238514	1
3	0	142307	1
3	0	334454	1
3	0	57473	1
4	0	66534	1
4	0	227835	1
4	0	405173	1
4	0	113834	1
4	0	73488	1
4	0	143915	1
4	0	322620	1
4	0	446247	1
4	0	354608	1
4	0	110713	1
5	0	343008	1
5	0	180573	1
5	0	288577	1
5	0	118799	1
5	0	11778	1
5	0	3071	1
5	0	182117	1
5	0	453595	1
5	0	544618	1
5	0	221016	1
6	0	399830	1
6	0	188580	1
6	0	537729	1
6	0	62374	1
6	0	382478	1
6	0	434918	1
6	0	434486	1
6	0	552675	1
6	0	418556	1
6	0	339333	1
7	0	488601	1
7	0	547840	1
7	0	13090	1
7	0	235896	1
7	0	528213	1
7	0	512791	1
7	0	220946	1
7	0	270264	1
7	0	102215	1
8	0	113409	1
8	0	368916	1
8	0	200022	1
8	0	109423	1
8	0	24643	1
8	0	57730	1
8	0	414869	1
8	0	167291	1
8	0	381983	1
8	0	108920	1
9	0	419493	1
9	0	103781	1
9	0	322620	1
9	0	65373	1
9	0	141449	1
9	0	442430	1
9	0	446247	1
9	0	132455	1
9	0	299688	1
9	0	73488	1
10	0	380617	1
10	0	486666	1
10	0	431031	1
10	0	157906	1
10	0	339929	1
10	0	481539	1
10	0	494970	1
10	0	58107	1
10	0	106763	1
10	0	54844	1
11	0	234735	1
11	0	445669	1
11	0	320169	1
11	0	119824	1
11	0	211693	1
11	0	411583	1
11	0	338521	1
11	0	254797	1
11	0	90716	1
11	0	52944	1
12	0	149885	1
12	0	205046	1
12	0	148203	1
12	0	528278	1
12	0	63756	1
12	0	273579	1
12	0	149513	1
12	0	298770	1
12	0	254088	1
12	0	170753	1
13	0	28138	1
13	0	235496	1
13	0	469399	1
13	0	562538	1
13	0	385359	1
13	0	170084	1
13	0	316388	1
13	0	76154	1
13	0	277521	1
13	0	70960	1
14	0	106707	1
14	0	402608	1
14	0	446247	1
14	0	354608	1
14	0	322620	1
14	0	36169	1
14	0	103781	1
14	0	419493	1
14	0	73488	1
14	0	227835	1
15	0	385506	1
15	0	326098	1
15	0	170084	1
15	0	439381	1
15	0	159247	1
15	0	51874	1
15	0	24573	1
15	0	562538	1
15	0	158907	1
15	0	132548	1
16	0	322620	1
16	0	38212	1
16	0	149324	1
16	0	351516	1
16	0	334454	1
16	0	221016	1
16	0	57473	1
16	0	238514	1
16	0	446247	1
16	0	83564	1
17	0	83282	1
17	0	326008	1
17	0	238514	1
17	0	483598	1
17	0	221016	1
17	0	268034	1
17	0	179946	1
17	0	209081	1
17	0	521900	1
17	0	293087	1
18	0	322620	1
18	0	334454	1
18	0	83564	1
18	0	23070	1
18	0	57473	1
18	0	38212	1
18	0	221016	1
18	0	20726	1
18	0	446247	1
18	0	238514	1
19	0	249639	1
19	0	534089	1
19	0	27685	1
19	0	560668	1
19	0	175969	1
19	0	105367	1
19	0	437956	1
19	0	528143	1
19	0	215786	1
19	0	223395	1
20	0	552483	1
20	0	52714	1
20	0	64580	1
20	0	322620	1
20	0	46384	1
20	0	81012	1
20	0	135619	1
20	0	166000	1
20	0	23318	1
20	0	446247	1
21	0	219856	1
21	0	522583	1
21	0	146939	1
21	0	127180	1
21	0	150779	1
21	0	132207	1
21	0	494353	1
21	0	460647	1
21	0	118180	1
21	0	533467	1
22	0	494353	1
22	0	416380	1
22	0	55328	1
22	0	546763	1
22	0	236291	1
22	0	129507	1
22	0	343847	1
22	0	535698	1
22	0	548017	1
23	0	433944	1
23	0	448719	1
23	0	252587	1
23	0	456875	1
23	0	477644	1
23	0	48453	1
23	0	134990	1
23	0	273255	1
23	0	292322	1
23	0	52393	1
24	0	318325	1
24	0	249543	1
24	0	102265	1
24	0	540057	1
24	0	218833	1
24	0	471223	1
24	0	98892	1
24	0	524562	1
24	0	261357	1
24	0	555327	1
25	0	546763	1
25	0	422915	1
25	0	163320	1
25	0	274930	1
25	0	51638	1
25	0	181046	1
25	0	558365	1
25	0	264100	1
25	0	98649	1
25	0	426527	1
26	0	172010	1
26	0	322620	1
26	0	23318	1
26	0	348518	1
26	0	166000	1
26	0	552483	1
26	0	182246	1
26	0	446247	1
26	0	56303	1
26	0	52714	1
27	0	221016	1
27	0	252450	1
27	0	494958	1
27	0	446247	1
27	0	366443	1
27	0	7667	1
27	0	324090	1
27	0	308261	1
27	0	322620	1
27	0	238514	1
28	0	534452	1
28	0	80569	1
28	0	518594	1
28	0	127358	1
28	0	66533	1
28	0	518706	1
28	0	213988	1
28	0	446581	1
28	0	134420	1
28	0	96296	1
29	0	562538	1
29	0	150394	1
29	0	171138	1
29	0	277521	1
29	0	76154	1
29	0	235496	1
29	0	385359	1
29	0	467029	1
29	0	316388	1
29	0	335514	1
30	0	103781	1
30	0	60457	1
30	0	6457	1
30	0	500593	1
30	0	525592	1
30	0	214966	1
30	0	325877	1
30	0	207540	1
30	0	141492	1
30	0	54563	1
31	0	299688	1
31	0	404262	1
31	0	437979	1
31	0	446247	1
31	0	419493	1
31	0	322620	1
31	0	135042	1
31	0	141449	1
31	0	103781	1
31	0	432199	1
32	0	322620	1
32	0	16850	1
32	0	238514	1
32	0	334454	1
32	0	366675	1
32	0	262086	1
32	0	446247	1
32	0	57473	1
32	0	221016	1
32	0	38212	1
33	0	7667	1
33	0	293839	1
33	0	239170	1
33	0	366443	1
33	0	53196	1
33	0	238514	1
33	0	322620	1
33	0	218226	1
33	0	446247	1
33	0	221016	1
34	0	26239	1
34	0	117467	1
34	0	271295	1
34	0	475663	1
34	0	11815	1
34	0	475088	1
34	0	515456	1
34	0	109972	1
34	0	132426	1
34	0	172040	1
35	0	302069	1
35	0	20585	1
35	0	526859	1
35	0	380173	1
35	0	67461	1
35	0	335815	1
35	0	501794	1
35	0	473960	1
35	0	311533	1
35	0	156438	1
36	0	327716	1
36	0	430320	1
36	0	17674	1
36	0	180398	1
36	0	319480	1
36	0	129139	1
36	0	74254	1
36	0	407090	1
36	0	370645	1
36	0	463779	1
37	0	323943	1
37	0	556881	1
37	0	334053	1
37	0	194236	1
37	0	104046	1
37	0	208748	1
37	0	351345	1
37	0	280917	1
37	0	359546	1
37	0	130571	1
38	0	299688	1
38	0	141449	1
38	0	322620	1
38	0	333295	1
38	0	295840	1
38	0	446247	1
38	0	103781	1
38	0	419493	1
38	0	13000	1
38	0	183093	1
39	0	316388	1
39	0	277521	1
39	0	366443	1
39	0	238514	1
39	0	119974	1
39	0	562538	1
39	0	7667	1
39	0	221016	1
39	0	46941	1
39	0	42852	1
40	0	467446	1
40	0	462342	1
40	0	241891	1
40	0	108699	1
40	0	202054	1
40	0	360286	1
40	0	54686	1
40	0	87372	1
40	0	542930	1
40	0	147039	1
41	0	157856	1
41	0	150706	1
41	0	213959	1
41	0	151836	1
41	0	400511	1
41	0	190794	1
41	0	196177	1
41	0	2792	1
41	0	83028	1
41	0	302101	1
42	0	414573	1
42	0	311533	1
42	0	364191	1
42	0	55749	1
42	0	146689	1
42	0	402747	1
42	0	418974	1
42	0	355367	1
42	0	345762	1
42	0	380173	1
43	0	274708	1
43	0	347713	1
43	0	5519	1
43	0	156918	1
43	0	285664	1
43	0	341881	1
43	0	445392	1
43	0	307190	1
43	0	180107	1
44	0	73488	1
44	0	299688	1
44	0	141449	1
